Model,Treatment,Treatment target,Treatment type,BestResponse,Day_BestResponse,BestAvgResponse,Day_BestAvgResponse,TimeToDouble,Day_Last,ResponseCategory
X-105,BYL719 + HSP990,"PIK3CA,HSP90",combo,-45.4,34,-25.12222222222222,34,34.0,34,SD
X-105,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,59.19999999999999,26,34.866666666666674,13,26.0,26,PD
X-105,HSP990,HSP90,single,14.200000000000005,15,9.474999999999994,12,46.0,46,SD-->PD
X-105,LEE011,"CDK4,CDK6,CDK4/6",single,74.30000000000001,32,21.299999999999997,12,24.946666666666665,46,PD
X-105,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,44.900000000000006,23,18.433333333333323,13,34.73134328358209,51,PD
X-105,LJM716,ERBB3,single,-6.099999999999994,19,-0.1333333333333257,13,51.0,51,SD-->PD
X-105,everolimus,MTOR,single,141.2,22,23.875,12,18.492857142857144,40,PD
X-105,untreated,"UNKNOWN,Untreated",single,225.2,23,78.96666666666667,13,10.938071065989847,44,PD
X-1055,5FU,chemotherapy,single,13.700000000000005,26,29.06,12,56.3768115942029,97,SD
X-1055,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-8.200000000000003,23,-3.6571428571428584,23,65.0,65,SD-->PD
X-1055,BKM120 + LJC049,"panPI3K,TNKS",combo,-37.9,56,-11.786666666666662,56,56.0,56,SD
X-1055,BYL719,PIK3CA,single,-46.5,10,-30.691666666666663,43,93.0,93,SD-->PD
X-1055,BYL719 + cetuximab,"PIK3CA,EGFR",combo,-59.2,29,-32.95,29,29.0,29,PR
X-1055,BYL719 + cetuximab + encorafenib,"PIK3CA,EGFR,BRAF",combo,-83.7,85,-54.716,86,86.0,86,PR
X-1055,BYL719 + encorafenib,"PIK3CA,BRAF",combo,-35.7,17,-27.049999999999997,20,88.0,88,SD-->PD
X-1055,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-42.5,31,-22.875,43,49.0,49,SD
X-1055,BYL719 + binimetinib,"PIK3CA,MAPK",combo,-75.1,21,-54.37,35,35.0,35,PR
X-1055,cetuximab + encorafenib,"EGFR,BRAF",combo,-38.0,36,-18.36153846153846,44,82.0,82,SD-->PD
X-1055,CGM097,MDM2,single,2.200000000000003,9,8.75,16,35.0,35,SD-->PD
X-1055,CKX620,MAPK,single,-47.3,31,-21.674999999999997,31,31.0,31,SD
X-1055,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-44.9,86,-22.127272727272725,38,93.0,93,SD-->PD
X-1055,HDM201,MDM2,single,82.5,23,18.859999999999985,14,26.613569321533923,35,PD
X-1055,LEE011,"CDK4,CDK6,CDK4/6",single,-28.09999999999999,70,1.6833333333333371,17,84.0,84,SD-->PD
X-1055,encorafenib,BRAF,single,52.900000000000006,24,20.924999999999997,16,28.09825327510917,35,PD
X-1055,LJC049,TNKS,single,6.299999999999997,19,6.075000000000003,12,47.24766977363515,68,SD-->PD
X-1055,LKA136,"NTRK1,NTRK2,NTRK3",single,-13.099999999999994,14,-5.959999999999994,14,25.878942881500425,28,SD-->PD
X-1055,binimetinib,"MAP2K1,MAP2K2,MAPK",single,6.099999999999994,18,11.285714285714292,18,59.1554524361949,95,SD-->PD
X-1055,untreated,"UNKNOWN,Untreated",single,274.1,22,81.875,12,7.120634920634921,33,PD
X-1055,LFW527 + binimetinib,"IGF1R,MAP2K1,MAP2K2",combo,-49.1,20,-30.549999999999997,20,78.89958847736625,91,SD-->PD
X-1119,5FU,chemotherapy,single,-56.8,71,-28.81153846153846,90,90.0,90,PR
X-1119,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,110.8,20,10.599999999999994,15,19.136,23,PD
X-1119,BKM120 + LJC049,"panPI3K,TNKS",combo,141.8,15,58.275000000000006,13,9.860465116279071,15,PD
X-1119,BYL719,PIK3CA,single,180.9,20,48.05000000000001,13,13.02660753880266,20,PD
X-1119,BYL719 + cetuximab,"PIK3CA,EGFR",combo,165.7,21,18.700000000000003,11,15.570247933884298,28,PD
X-1119,BYL719 + cetuximab + encorafenib,"PIK3CA,EGFR,BRAF",combo,272.7,20,54.099999999999994,13,11.528735632183906,28,PD
X-1119,BYL719 + encorafenib,"PIK3CA,BRAF",combo,245.4,20,62.32499999999999,13,8.712589073634204,20,PD
X-1119,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,219.8,20,17.174999999999997,13,14.588235294117649,20,PD
X-1119,BYL719 + binimetinib,"PIK3CA,MAPK",combo,25.90000000000001,23,16.07499999999999,13,51.0,51,SD
X-1119,cetuximab + encorafenib,"EGFR,BRAF",combo,199.4,21,58.44,15,12.677514792899409,28,PD
X-1119,CGM097,MDM2,single,83.19999999999999,20,33.16,15,21.615384615384617,27,PD
X-1119,CKX620,MAPK,single,35.0,44,22.700000000000003,15,56.0,56,PD
X-1119,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,80.4,20,9.75,13,21.90291262135922,34,PD
X-1119,HDM201,MDM2,single,74.19999999999999,20,37.56,15,20.846827133479213,23,PD
X-1119,LEE011,"CDK4,CDK6,CDK4/6",single,255.6,24,26.90000000000001,14,13.644110275689224,27,PD
X-1119,encorafenib,BRAF,single,416.9,20,96.57999999999998,15,7.916102841677944,23,PD
X-1119,LJC049,TNKS,single,498.0,20,133.8,15,7.093050647820966,22,PD
X-1119,LKA136,"NTRK1,NTRK2,NTRK3",single,236.6,20,56.25,13,10.736705577172502,20,PD
X-1119,binimetinib,"MAP2K1,MAP2K2,MAPK",single,154.5,27,41.68000000000001,14,17.382624768946396,27,PD
X-1119,untreated,"UNKNOWN,Untreated",single,291.4,21,38.17500000000001,11,10.302973977695167,29,PD
X-1119,LFW527 + binimetinib,"IGF1R,MAP2K1,MAP2K2",combo,47.099999999999994,21,40.01666666666668,17,3.884430176565008,70,PD
X-114,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-46.7,28,-29.58888888888889,32,92.8961937716263,93,SD-->PD
X-114,BYL719,PIK3CA,single,-62.4,17,-36.13636363636363,35,96.10555555555555,112,PR-->PD
X-114,BYL719 + HSP990,"PIK3CA,HSP90",combo,-9.599999999999994,10,7.059999999999988,14,75.83720930232558,112,SD-->PD
X-114,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-15.900000000000006,15,-9.379999999999995,15,60.510791366906474,63,SD-->PD
X-114,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-20.200000000000003,15,-16.799999999999997,15,113.25766871165644,124,SD-->PD
X-114,HDM201,MDM2,single,-6.299999999999997,10,0.539999999999992,14,14.0,14,SD
X-114,HSP990,HSP90,single,-42.1,26,-27.90000000000001,26,125.0,125,SD-->-->PD
X-114,INC280,MET,single,129.6,21,36.599999999999994,14,14.717647058823529,41,PD
X-114,INC280 + trastuzumab,"ERBB2,MET",combo,-53.9,89,-1.3419354838709694,130,138.0,138,SD-->PD
X-114,LEE011,"CDK4,CDK6,CDK4/6",single,14.799999999999995,14,13.140000000000017,14,49.76056338028169,104,SD-->PD
X-114,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-21.59999999999999,10,-13.539999999999992,14,92.0,92,SD-->PD
X-114,LJM716,ERBB3,single,-19.0,7,-20.39999999999999,7,7.0,7,SD
X-114,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,-72.6,73,-52.092,94,105.0,105,PR-->-->PD
X-114,LLM871,FGFR2/4,single,-8.299999999999997,10,-7.0,14,27.360230547550433,63,SD-->PD
X-114,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-23.0,16,-7.733333333333334,16,132.0,132,SD-->PD
X-114,everolimus,MTOR,single,31.69999999999999,24,18.72499999999999,11,38.21782178217822,95,SD-->PD
X-114,untreated,"UNKNOWN,Untreated",single,144.1,21,49.32499999999999,12,13.337979094076656,49,PD
X-1156,BGJ398,FGFR,single,427.2000000000001,21,81.24000000000001,13,6.244730679156908,21,PD
X-1156,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,498.0,20,98.45000000000002,13,4.415611814345992,20,PD
X-1156,BKM120 + binimetinib,"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,179.10000000000002,21,57.0,13,12.44724409448819,34,PD
X-1156,BYL719,PIK3CA,single,136.4,21,63.079999999999984,13,11.19242902208202,31,PD
X-1156,BYL719 + LGH447,"PIK3CA,PIM",combo,131.5,20,29.74000000000001,13,15.4,34,PD
X-1156,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,600.4,20,128.32,13,5.579067990832698,20,PD
X-1156,CGM097,MDM2,single,1014.2,20,138.11999999999998,13,6.391361256544502,20,PD
X-1156,CKX620,MAPK,single,765.2,20,130.64,13,6.235382308845578,20,PD
X-1156,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,173.39999999999998,21,74.25999999999999,14,10.675642594859244,32,PD
X-1156,HDM201,MDM2,single,650.5,20,112.84,13,5.589743589743589,20,PD
X-1156,HSP990,HSP90,single,402.2,21,57.099999999999994,14,10.865753424657536,24,PD
X-1156,INC280,MET,single,396.8,21,86.69999999999999,14,7.180000000000007,24,PD
X-1156,LCL161 + paclitaxel,"BIRC2,TUBB,Tubulin",combo,292.5,21,99.16,14,6.755766621438264,31,PD
X-1156,LEE011,"CDK4,CDK6,CDK4/6",single,141.1,27,76.75999999999999,13,7.124528301886792,41,PD
X-1156,LGH447,PIM,single,701.0,20,128.58,13,5.100436681222707,20,PD
X-1156,LLM871,FGFR2/4,single,513.4,21,114.92,14,7.436974789915967,24,PD
X-1156,binimetinib,"MAP2K1,MAP2K2,MAPK",single,170.0,21,57.099999999999994,14,15.93491124260355,46,PD
X-1156,untreated,"UNKNOWN,Untreated",single,832.6,20,135.825,13,4.542908762420957,20,PD
X-1156,LFW527 + binimetinib,"IGF1R,MAP2K1,MAP2K2",combo,98.8,21,16.150000000000006,11,14.00890868596882,30,PD
X-1167,5FU,chemotherapy,single,12.799999999999995,66,23.52857142857144,20,105.0,105,SD-->-->PD
X-1167,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-13.799999999999995,17,-8.799999999999997,17,33.67197875166003,43,SD-->PD
X-1167,BKM120 + LJC049,"panPI3K,TNKS",combo,418.7000000000001,21,116.425,14,8.159366262814538,32,PD
X-1167,BYL719,PIK3CA,single,365.3,21,27.674999999999997,11,11.95668202764977,29,PD
X-1167,BYL719 + cetuximab,"PIK3CA,EGFR",combo,335.2,21,45.19999999999999,12,12.11232349165597,28,PD
X-1167,BYL719 + cetuximab + encorafenib,"PIK3CA,EGFR,BRAF",combo,-1.2999999999999972,11,-0.5,11,37.0,37,SD-->PD
X-1167,BYL719 + encorafenib,"PIK3CA,BRAF",combo,185.0,21,81.68,12,6.4413793103448285,33,PD
X-1167,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,130.2,21,10.525000000000006,11,18.560581583198708,29,PD
X-1167,BYL719 + binimetinib,"PIK3CA,MAPK",combo,-48.2,14,-28.84285714285714,25,56.0,56,SD-->PD
X-1167,cetuximab + encorafenib,"EGFR,BRAF",combo,82.69999999999999,21,59.25,13,11.948275862068966,27,PD
X-1167,CGM097,MDM2,single,113.8,21,10.974999999999994,11,19.935185185185183,29,PD
X-1167,CKX620,MAPK,single,-6.0,9,-5.239999999999995,14,43.0,43,SD-->PD
X-1167,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,208.8,24,23.27499999999999,11,19.13851653261841,32,PD
X-1167,HDM201,MDM2,single,93.6,20,-17.22,14,22.312500000000004,35,PD
X-1167,LEE011,"CDK4,CDK6,CDK4/6",single,139.0,20,30.0,14,14.655629139072849,35,PD
X-1167,encorafenib,BRAF,single,305.6,24,12.825000000000005,14,16.892307692307693,32,PD
X-1167,LJC049,TNKS,single,430.2000000000001,17,132.4,11,4.113300492610837,17,PD
X-1167,LKA136,"NTRK1,NTRK2,NTRK3",single,569.5,24,52.474999999999994,11,8.472947167409295,24,PD
X-1167,binimetinib,"MAP2K1,MAP2K2,MAPK",single,136.8,20,39.099999999999994,14,15.066202090592334,35,PD
X-1167,untreated,"UNKNOWN,Untreated",single,102.9,20,20.174999999999997,12,19.46691176470588,36,PD
X-1167,LFW527 + binimetinib,"IGF1R,MAP2K1,MAP2K2",combo,21.5,18,39.04000000000002,12,14.907180385288967,29,PD
X-1172,BGJ398,FGFR,single,102.4,21,48.5,11,9.072407045009784,27,PD
X-1172,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-71.9,22,-60.628571428571426,43,84.66504854368932,90,PR-->PD
X-1172,BKM120 + binimetinib,"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,-48.1,15,-38.25,15,65.63692307692308,90,SD-->PD
X-1172,BYL719,PIK3CA,single,93.4,26,-16.92,12,26.34797891036907,29,PD
X-1172,BYL719 + LGH447,"PIK3CA,PIM",combo,28.59999999999999,22,-12.099999999999994,12,29.48592592592593,42,SD-->PD
X-1172,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,149.4,22,18.659999999999997,12,14.379888268156424,28,PD
X-1172,CGM097,MDM2,single,259.3,14,56.04000000000002,12,7.350223546944858,14,PD
X-1172,CKX620,MAPK,single,-30.200000000000003,32,11.120000000000005,32,40.679329608938545,75,SD-->PD
X-1172,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,281.5,21,14.540000000000006,12,15.76247207743857,21,PD
X-1172,HDM201,MDM2,single,-8.200000000000003,10,-18.760000000000005,13,26.14828897338403,33,SD-->PD
X-1172,HSP990,HSP90,single,-5.5,11,-4.0,11,28.0,28,SD-->PD
X-1172,INC280,MET,single,234.4,14,50.859999999999985,12,8.523066485753052,14,PD
X-1172,LCL161 + paclitaxel,"BIRC2,TUBB,Tubulin",combo,-97.7,95,-53.43214285714286,95,95.0,95,CR
X-1172,LEE011,"CDK4,CDK6,CDK4/6",single,-11.700000000000005,33,-21.97999999999999,12,70.94957983193278,117,SD-->PD
X-1172,LGH447,PIM,single,278.1,20,34.81999999999999,11,10.501404494382022,20,PD
X-1172,LLM871,FGFR2/4,single,209.9,13,53.025000000000006,11,8.225866916588567,13,PD
X-1172,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-53.4,15,-29.460000000000008,29,76.0,76,PR-->PD
X-1172,untreated,"UNKNOWN,Untreated",single,357.7,14,142.54000000000002,12,2.0,14,PD
X-1172,LFW527 + binimetinib,"IGF1R,MAP2K1,MAP2K2",combo,-44.8,10,-32.239999999999995,13,122.0062630480167,173,SD-->PD
X-1173,5FU,chemotherapy,single,-36.9,71,-4.938461538461539,90,90.0,90,SD
X-1173,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-51.6,13,-25.64999999999999,15,62.0,62,PR-->PD
X-1173,BKM120 + LJC049,"panPI3K,TNKS",combo,24.0,17,16.459999999999994,14,20.632887189292543,22,SD-->PD
X-1173,BYL719,PIK3CA,single,158.89999999999998,22,37.599999999999994,13,14.111111111111112,22,PD
X-1173,BYL719 + cetuximab,"PIK3CA,EGFR",combo,157.2,21,31.84999999999999,15,16.46350832266325,28,PD
X-1173,BYL719 + cetuximab + encorafenib,"PIK3CA,EGFR,BRAF",combo,72.0,21,19.40000000000001,15,24.741379310344826,49,PD
X-1173,BYL719 + encorafenib,"PIK3CA,BRAF",combo,-27.40000000000001,14,-9.599999999999994,14,42.53652392947103,43,SD-->PD
X-1173,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-34.099999999999994,18,-24.990909090909085,35,53.0,53,SD-->PD
X-1173,BYL719 + binimetinib,"PIK3CA,MAPK",combo,-61.8,14,-44.8,43,98.0,98,PR-->-->PD
X-1173,cetuximab + encorafenib,"EGFR,BRAF",combo,239.8,21,72.52000000000001,15,9.128865979381445,28,PD
X-1173,CGM097,MDM2,single,315.2,24,40.025000000000006,11,11.137096774193548,24,PD
X-1173,CKX620,MAPK,single,65.0,22,51.25,14,11.778611632270168,22,PD
X-1173,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-39.4,17,-29.58571428571429,22,90.0,90,SD-->PD
X-1173,HDM201,MDM2,single,80.9,24,8.349999999999994,11,20.816901408450704,24,PD
X-1173,LEE011,"CDK4,CDK6,CDK4/6",single,178.39999999999998,24,67.275,11,8.104046242774565,24,PD
X-1173,encorafenib,BRAF,single,730.5,24,82.19999999999999,11,6.224387177875549,24,PD
X-1173,LJC049,TNKS,single,854.7,17,35.67500000000001,11,10.188494492044065,17,PD
X-1173,LKA136,"NTRK1,NTRK2,NTRK3",single,957.1,15,231.25,11,3.0,15,PD
X-1173,binimetinib,"MAP2K1,MAP2K2,MAPK",single,81.0,29,12.224999999999994,11,20.71747211895911,29,PD
X-1173,untreated,"UNKNOWN,Untreated",single,300.0,21,66.14000000000001,13,11.1413881748072,30,PD
X-118,BGJ398,FGFR,single,565.5,18,135.6,11,5.104897418927862,18,PD
X-118,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,145.3,21,33.633333333333326,11,13.647826086956524,52,PD
X-118,BYL719,PIK3CA,single,121.0,21,45.84,14,18.439024390243905,41,PD
X-118,BYL719 + HSP990,"PIK3CA,HSP90",combo,94.5,22,27.27500000000001,12,22.445344129554655,53,PD
X-118,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,82.0,22,15.25,12,22.98495212038304,60,PD
X-118,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,186.3,22,38.275000000000006,12,12.93273542600897,33,PD
X-118,HDM201,MDM2,single,284.4,14,177.39999999999998,14,7.0,14,PD
X-118,"figitumumab""",IGF1R,single,382.7,14,180.05,14,7.0,14,PD
X-118,HSP990,HSP90,single,442.7999999999999,21,131.4,14,7.361563517915309,21,PD
X-118,INC280,MET,single,535.9,22,66.55000000000001,11,9.153846153846152,22,PD
X-118,INC280 + trastuzumab,"ERBB2,MET",combo,305.1,22,69.225,15,9.645208485735186,26,PD
X-118,LEE011,"CDK4,CDK6,CDK4/6",single,387.9,18,116.56666666666668,11,5.099862574438846,18,PD
X-118,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,56.900000000000006,53,53.525000000000006,12,28.394736842105264,60,PD
X-118,LJM716,ERBB3,single,553.6,22,153.35,11,3.1400862068965516,22,PD
X-118,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,-86.8,92,-31.147368421052633,154,20.24347826086957,154,PR-->PD
X-118,LLM871,FGFR2/4,single,456.1,21,112.92,14,7.110552763819095,21,PD
X-118,binimetinib,"MAP2K1,MAP2K2,MAPK",single,74.1,26,42.640000000000015,15,31.051948051948052,70,PD
X-118,everolimus,MTOR,single,102.2,21,23.433333333333337,11,20.500000000000004,52,PD
X-118,trastuzumab,ERBB2,single,254.7,14,151.52499999999998,14,7.0,14,PD
X-1189,BGJ398,FGFR,single,136.0,16,37.69999999999999,11,10.356435643564357,16,PD
X-1189,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-100.0,48,-69.67941176470588,122,122.0,122,CR
X-1189,BKM120 + binimetinib,"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,-28.59999999999999,119,37.650000000000006,18,10.294444444444444,121,PD
X-1189,BYL719,PIK3CA,single,242.0,21,37.67500000000001,11,9.881656804733726,25,PD
X-1189,BYL719 + LGH447,"PIK3CA,PIM",combo,-100.0,31,-80.45757575757575,119,119.0,119,CR
X-1189,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-100.0,31,-76.27272727272728,119,7.233687405159333,119,CR
X-1189,CGM097,MDM2,single,-100.0,59,-50.13235294117647,122,122.0,122,CR-->PD
X-1189,CKX620,MAPK,single,7.400000000000006,18,25.875,11,33.93877551020408,34,SD-->PD
X-1189,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-91.9,118,-19.950000000000003,124,18.574833174451857,124,SD-->PD
X-1189,HDM201,MDM2,single,-34.400000000000006,59,21.674999999999997,11,20.68069306930693,61,SD
X-1189,HSP990,HSP90,single,-45.4,40,-14.36,16,43.0,43,SD-->PD
X-1189,INC280,MET,single,290.4,11,81.64999999999998,11,7.1504245855236555,11,PD
X-1189,LCL161 + paclitaxel,"BIRC2,TUBB,Tubulin",combo,-100.0,17,-89.69259259259259,97,97.0,97,CR
X-1189,LEE011,"CDK4,CDK6,CDK4/6",single,-100.0,52,-13.147058823529406,122,3.0,122,SD
X-1189,LGH447,PIM,single,365.9,19,30.32499999999999,11,9.513898788310762,19,PD
X-1189,LLM871,FGFR2/4,single,197.2,20,64.4,14,7.461148648648648,29,PD
X-1189,binimetinib,"MAP2K1,MAP2K2,MAPK",single,306.1,21,6.099999999999994,11,11.733273862622658,25,PD
X-1189,untreated,"UNKNOWN,Untreated",single,-45.2,34,-10.849999999999994,39,39.0,39,SD
X-119,BGJ398,FGFR,single,-100.0,35,-86.50434782608696,78,78.0,78,CR
X-119,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,42.5,25,25.200000000000003,11,32.0,32,PD
X-119,BYL719,PIK3CA,single,0.7999999999999972,14,1.1799999999999926,14,32.0,32,SD-->PD
X-119,BYL719 + HSP990,"PIK3CA,HSP90",combo,19.799999999999997,9,20.840000000000003,13,30.0,30,SD
X-119,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,207.0,20,57.900000000000006,13,12.08869179600887,20,PD
X-119,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,65.69999999999999,23,46.68000000000001,13,10.70093457943925,37,PD
X-119,HDM201,MDM2,single,-31.09999999999999,11,-13.700000000000005,14,27.12041884816754,32,SD-->PD
X-119,"figitumumab""",IGF1R,single,378.3,18,131.5,11,4.0,18,PD
X-119,HSP990,HSP90,single,-44.9,14,-26.299999999999997,14,32.0,32,SD
X-119,INC280,MET,single,104.4,20,29.90000000000001,13,16.72941176470588,25,PD
X-119,INC280 + trastuzumab,"ERBB2,MET",combo,265.5,20,102.44,13,6.296446700507615,31,PD
X-119,LEE011,"CDK4,CDK6,CDK4/6",single,280.3,18,82.0,11,6.8138297872340425,18,PD
X-119,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-19.90000000000001,24,-10.424999999999995,24,24.0,24,SD
X-119,LJM716,ERBB3,single,-26.40000000000001,9,-21.320000000000007,13,24.12079701120797,42,SD-->PD
X-119,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,644.4,17,160.675,13,3.627930682976554,17,PD
X-119,LLM871,FGFR2/4,single,-100.0,28,-93.08,320,320.0,320,CR
X-119,binimetinib,"MAP2K1,MAP2K2,MAPK",single,6.299999999999997,9,8.059999999999988,15,29.46119235095613,48,SD-->PD
X-119,everolimus,MTOR,single,11.200000000000005,12,8.700000000000003,12,33.0,33,SD
X-119,trastuzumab,ERBB2,single,357.1,18,57.375,11,12.049586776859504,18,PD
X-1199,abraxane,Tubulin,single,199.5,29,58.900000000000006,12,7.158745247148289,29,PD
X-1199,abraxane + gemcitabine,"Tubulin,chemotherapy",combo,12.700000000000005,97,39.400000000000006,13,97.0,97,PD
X-1199,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-0.4000000000000057,11,0.7249999999999943,11,34.0,34,SD
X-1199,BKM120 + LDE225,"panPI3K,SMO",combo,-34.0,32,10.336363636363645,35,35.0,35,SD
X-1199,BKM120 + binimetinib,"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,-66.4,39,-34.78333333333333,63,63.0,63,PR
X-1199,BYL719,PIK3CA,single,45.599999999999994,22,16.049999999999997,12,46.0,46,PD
X-1199,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-4.400000000000006,33,2.200000000000003,12,46.0,46,SD
X-1199,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,74.9,24,33.72,13,34.0,34,PD
X-1199,"figitumumab""",IGF1R,single,258.6,23,186.9,12,3.245136186770428,27,PD
X-1199,"figitumumab"" + binimetinib","IGF1R,MAPK",combo,-30.700000000000003,18,14.149999999999991,18,39.0,39,SD-->PD
X-1199,gemcitabine-50mpk,chemotherapy,single,15.099999999999994,74,20.55000000000001,11,90.28951048951048,101,SD
X-1199,INC424,JAK,single,-19.200000000000003,14,-16.316666666666663,19,29.027422303473493,60,SD-->PD
X-1199,INC424 + binimetinib,"JAK,MAPK",combo,-29.700000000000003,34,-5.700000000000003,34,34.0,34,SD
X-1199,LEE011,"CDK4,CDK6,CDK4/6",single,-35.8,74,1.0347826086956644,81,81.0,81,SD
X-1199,WNT974,PORCN,single,9.299999999999995,89,-2.8799999999999955,12,106.0,106,SD-->PD
X-1199,LKA136,"NTRK1,NTRK2,NTRK3",single,12.700000000000005,32,23.5,14,42.8004987531172,60,SD
X-1199,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-88.4,48,-60.42666666666666,51,51.0,51,PR
X-1199,binimetinib-3.5mpk,MAPK,single,-43.7,44,-11.078571428571422,96,96.0,96,SD
X-1199,untreated,"UNKNOWN,Untreated",single,23.5,27,15.799999999999995,14,47.85766423357664,70,SD-->PD
X-1210,LFW527 + binimetinib,"IGF1R,MAP2K1,MAP2K2",combo,379.0,17,146.9,13,5.310107948969578,17,PD
X-1228,BGJ398,FGFR,single,-33.400000000000006,19,-31.566666666666663,19,41.0,41,SD-->PD
X-1228,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-82.8,87,-69.41081081081082,131,131.0,131,PR
X-1228,BKM120 + binimetinib,"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,-100.0,121,-86.23846153846154,140,140.0,140,CR
X-1228,BYL719,PIK3CA,single,-62.7,12,-43.31333333333334,51,146.80511182108626,147,PR-->-->PD
X-1228,BYL719 + LGH447,"PIK3CA,PIM",combo,-100.0,15,-96.23076923076924,140,140.0,140,CR
X-1228,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-63.5,12,-42.35,19,70.37362637362638,83,PR-->PD
X-1228,CGM097,MDM2,single,146.6,23,-10.700000000000005,12,18.908196721311477,28,PD
X-1228,CKX620,MAPK,single,-100.0,28,-85.56666666666666,73,73.0,73,CR
X-1228,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-48.0,12,-40.879999999999995,15,50.2488038277512,55,SD-->PD
X-1228,HDM201,MDM2,single,20.0,15,3.4599999999999937,15,32.888888888888886,45,SD-->PD
X-1228,HSP990,HSP90,single,-42.5,19,-24.40714285714286,47,91.0,91,SD-->-->PD
X-1228,INC280,MET,single,91.9,20,-12.325000000000005,12,20.2682119205298,28,PD
X-1228,LCL161 + paclitaxel,"BIRC2,TUBB,Tubulin",combo,-48.7,19,-21.692307692307693,43,100.8760133524082,119,SD-->PD
X-1228,LEE011,"CDK4,CDK6,CDK4/6",single,1.9000000000000057,13,-7.849999999999994,11,27.832797427652732,46,SD-->PD
