!Series_title	"Expression data from breast cancer FNA biopsies from patients ( (USO samples)"
"205955_at"	4.588596	4.591785	4.861565	4.600727	4.609434	4.947263	4.61342	4.579242	4.744148	4.591455	4.837448	4.668037	4.548381	4.897898	4.511959	4.588037	4.655623	4.746098	4.4917	4.538144	4.525722	4.531924	4.727897	4.536637	4.83264	4.56426	4.834855	4.871862	4.609434	4.482975	4.924032	4.341287	4.626397	5.018088	5.005324	4.938219	4.652513	4.853718	4.463962	4.579274	4.582434	4.809156	4.813508	4.568513	4.794987	4.374826	4.695388	4.717963	4.670193	4.40429	4.701162	4.51042	4.341764	4.717361	4.529313	4.549434	4.636428	4.62691	4.554208	4.425036	4.364096	4.501001	4.414317	4.609434	4.568162	4.765953	4.728127	4.674838	4.649174	4.387474	4.557573	4.636184	4.825402	4.521542	4.701942	4.588472	4.669122	4.487176	4.699285	4.74823	4.450081	4.535544	4.585663	4.456519	4.673766	4.701622	4.633958	4.594184	4.613651	4.593424	4.469401
"205956_x_at"	7.085317	7.315612	7.143877	7.363089	7.060434	7.244738	7.080177	6.878508	7.094428	7.267253	7.523314	7.090906	7.006508	7.462062	6.819532	7.115506	7.411907	7.038744	7.005265	7.225375	7.165858	7.395901	7.079886	7.201089	7.198757	7.456771	7.579682	7.159138	7.100898	7.097085	7.531155	7.360776	7.453683	7.02671	7.186241	7.42218	7.367488	7.078426	7.282383	7.287176	7.052645	7.182019	7.224798	6.963331	7.095495	7.195125	7.163302	6.940563	7.046376	7.02417	7.217002	7.142875	7.401338	7.130646	7.163571	6.79187	7.210987	7.045157	7.21504	7.187823	7.249989	7.168245	6.96037	6.91921	7.142875	7.237729	7.572972	7.452671	6.966073	7.399273	7.025774	7.297814	7.661752	7.083648	7.210442	7.056664	7.2909	7.241312	7.147068	6.963236	7.22466	7.199818	7.176301	7.139607	7.376879	7.130077	7.181915	7.121537	6.913834	7.003555	6.808004
"205957_at"	5.445467	5.516861	5.488321	5.477131	6.228116	5.59204	5.180558	5.488321	5.488321	6.059548	5.698241	5.910839	5.777848	5.51375	5.211644	5.175949	5.445836	5.149885	5.473877	5.669061	5.469936	5.58338	5.492605	5.740684	5.661053	5.731925	5.558505	5.551441	5.51759	5.440579	5.551122	5.880458	5.077098	5.543028	5.478974	5.642327	5.874778	5.37321	5.029921	5.523006	6.078684	5.7492	5.404238	5.445164	5.649014	5.132127	5.196755	5.953365	5.133771	5.381239	5.93818	5.44111	5.128457	5.360233	5.40216	5.262813	5.160593	5.578105	5.328345	5.15407	5.763723	5.239477	5.084322	5.488321	5.614721	5.409846	5.770805	5.476135	5.410826	5.488321	5.44279	5.458415	5.122011	5.334979	5.845239	5.620695	5.702346	5.37584	5.892053	5.128283	5.583123	5.797625	5.997209	5.488321	5.508448	5.989167	5.666996	5.142726	5.830346	5.126844	5.201093
"205958_x_at"	5.811548	5.733925	5.688486	5.638643	5.937505	6.518012	5.802008	5.50499	5.476132	5.792628	5.970867	5.673688	6.001657	5.776286	5.894918	5.593964	5.859409	5.276592	5.589034	5.983538	5.76175	6.230726	5.774368	5.791055	6.386252	5.793557	6.333334	5.738879	5.720162	5.839773	5.986566	5.758551	5.480748	5.837769	5.786331	6.085908	5.594543	5.323313	5.639861	5.672391	5.658381	5.717526	5.447359	5.921915	5.546337	5.662049	5.654531	5.738461	5.57473	5.570778	5.674386	5.485149	5.898975	5.547725	5.573913	5.760268	5.623881	5.623397	5.567778	5.710025	5.534465	5.565102	5.478223	5.407837	5.698272	5.748556	6.180709	5.873003	5.66251	5.657849	5.559037	5.745301	5.644778	5.286728	5.571527	5.653536	5.667542	5.528686	5.705007	5.400054	5.673688	5.667361	5.707427	5.711014	5.518963	5.849674	5.412728	5.743878	5.555526	5.928722	5.362509
"205959_at"	4.706078	4.638963	4.413909	4.475071	4.358907	4.674846	4.660305	4.371919	4.257758	4.783093	4.776278	4.586864	4.647704	4.611714	5.025644	4.338497	4.593501	4.3865	4.927727	4.515152	4.696916	4.827684	4.461648	4.449242	5.314045	4.538694	4.748747	4.769981	4.554423	4.702858	4.677113	5.005165	4.505957	4.587224	4.462341	4.749401	4.745002	4.720387	4.273353	4.596047	4.582434	4.376846	4.511442	5.040181	4.416777	5.113669	4.483176	4.752202	4.474424	4.350787	4.549669	4.583323	4.626894	4.715252	4.545291	4.417633	4.493553	4.395197	4.589445	4.365658	4.911851	4.619263	4.412177	4.376953	4.404915	4.756745	4.880525	4.715919	4.679966	4.607523	4.413287	4.838034	4.803179	4.593139	4.862211	4.362227	4.327751	4.421229	4.714546	5.033505	4.527401	4.558529	4.472369	4.771815	4.905084	4.69343	4.561189	4.584911	4.3802	5.281706	4.263001
"205960_at"	4.83627	4.717644	4.621559	4.63003	4.437863	4.599764	4.576253	4.778164	4.327711	4.556732	5.113193	4.573805	5.111905	4.849736	4.300853	4.557652	4.602426	4.092868	4.650118	5.20976	4.757293	4.974637	4.709888	4.509596	4.667793	4.800156	4.547114	4.602084	5.172159	4.719346	4.873373	4.762907	4.506131	4.706187	4.992421	5.041515	4.577786	5.006936	4.984646	4.432274	4.403978	4.652935	5.4457	4.450204	4.258953	4.310286	4.752067	4.678429	4.517416	5.57648	4.842929	4.950542	4.650445	4.726915	4.170071	4.589419	4.557884	4.566518	4.990291	5.12433	4.887962	4.46144	4.430336	5.363309	4.410814	4.851943	4.641608	4.477466	4.246122	4.624598	4.302844	4.874627	5.055305	4.937189	4.71431	4.727988	4.54462	4.690239	4.516599	4.520079	4.512183	4.829826	4.860228	4.500858	4.673402	4.591333	4.456095	4.588118	4.765963	4.504404	4.655858
"205961_s_at"	5.935428	5.936457	6.225421	6.056738	5.488767	6.606932	5.668079	5.526111	5.068664	5.393932	5.981173	5.690381	5.471006	6.244884	6.633159	6.218845	6.618472	6.075079	5.340375	5.659257	5.425853	5.702957	5.608867	5.273348	5.765443	6.111281	5.48102	5.403006	9.067832	5.655066	5.512634	5.104781	5.551548	5.788149	5.994543	5.909212	5.596629	5.548069	5.566376	5.989159	5.737152	5.627451	6.115157	5.023236	6.19977	5.399193	5.828816	5.659257	5.590266	5.91679	5.755894	5.388592	5.614746	6.917967	5.86871	5.497925	5.586954	6.255923	5.650647	5.713753	6.640951	5.507593	6.084385	5.597756	5.551304	5.477508	5.555294	5.256939	5.636462	5.497222	5.355307	5.891343	5.629794	5.421368	5.614271	4.99469	5.916019	5.691853	5.193511	5.57848	4.703183	5.547799	5.691806	5.300128	5.805852	5.49479	5.44943	5.656578	5.663779	5.632262	6.541378
"205962_at"	3.674579	3.485115	3.511155	3.450273	3.452864	3.74069	3.440187	3.29305	3.408522	3.686052	3.54735	3.49231	3.4909	3.753487	3.511293	3.220347	3.508119	3.393011	3.473533	3.679446	3.559053	3.755912	3.349701	3.529293	3.592988	3.642286	3.692226	3.577106	3.34046	3.452692	3.518487	3.734231	3.362105	3.499478	3.550441	3.52123	3.734605	3.456911	3.343288	3.263615	3.28395	3.759884	3.380874	3.414188	3.436471	3.336632	3.350467	3.706992	3.329636	3.282699	3.804492	3.51644	3.775249	3.298119	3.398262	3.481049	3.448545	3.395271	3.514712	3.376412	3.38787	3.282235	3.355491	3.213756	3.540403	3.619139	3.824619	3.572941	3.376798	3.469571	3.389838	3.626938	3.703985	3.514823	3.473696	3.470168	3.58017	3.334852	3.399027	3.309597	3.445901	3.457877	3.84424	3.603831	3.553894	3.345013	3.501983	3.598288	3.336173	3.409083	3.378096
"205963_s_at"	8.303556	8.320584	8.69447	8.450371	8.118472	8.640616	8.616451	8.710953	8.636412	8.295634	8.606552	8.02147	8.276751	8.710138	8.061962	8.540799	8.241867	8.444086	8.640082	8.521341	8.333253	7.974553	8.397257	8.848286	7.944397	8.365794	8.612769	8.02737	8.440786	8.545815	8.490148	8.255786	8.833852	8.381623	8.124483	8.354365	8.009041	8.347363	8.74837	8.028239	8.763574	8.377781	8.149473	8.250194	8.184735	8.430707	8.458914	8.132689	8.589146	8.500864	8.526854	8.904534	8.075491	7.850531	8.337724	8.717014	8.979041	8.813283	8.527234	8.632857	7.827969	8.756079	8.712507	8.513822	8.619554	8.002051	7.958697	8.673008	8.352505	8.598493	8.345859	8.057725	8.085491	8.250887	8.482528	9.057695	7.95804	8.496397	8.842193	8.167196	8.957249	8.490033	8.229003	8.959626	8.630561	8.487138	8.406583	8.552737	8.55152	8.409092	8.47395
"205964_at"	3.511956	3.504336	3.666759	3.470658	3.595792	3.544928	3.646204	3.550391	3.477013	3.508659	3.824489	4.368302	4.101078	3.600322	3.541649	4.019653	3.919452	4.057437	3.548525	3.891403	3.606437	3.578382	3.580625	3.512163	3.589322	3.449276	3.544089	3.676101	3.512993	3.500881	3.372866	3.729394	3.399346	3.366786	3.502031	3.588644	3.628689	3.707196	3.478632	3.60183	3.739051	3.485118	3.500668	3.47693	4.32559	3.574134	3.6908	3.473835	3.515209	3.697874	3.376974	3.494828	3.751757	3.491841	3.485122	3.36542	3.706565	3.55888	3.65381	3.611183	3.648752	3.718421	3.517216	3.688468	3.621642	3.426358	3.637377	3.529595	3.620908	3.368166	4.239759	3.643066	3.48181	3.516297	3.524392	3.342132	3.525315	3.666704	3.911854	3.961565	3.596004	3.622153	3.477885	3.844862	3.466372	3.367754	3.776604	3.393036	3.53457	3.589322	3.48422
"205965_at"	7.433069	6.965859	7.308985	6.666614	6.775448	7.134419	6.948512	6.833107	7.621666	6.324802	6.923935	6.519957	6.211129	6.757248	6.895268	6.78241	6.604957	7.515209	6.859192	6.141707	6.918528	6.90049	6.718678	6.943381	6.93047	6.501394	6.531146	6.236486	5.922059	6.914515	6.76878	7.491264	7.31382	7.98131	7.487419	7.141213	6.893739	7.468268	7.371189	6.012368	6.612865	6.900507	7.356873	7.091715	6.123841	7.276783	6.505869	7.027743	7.388912	6.467151	7.257452	7.029168	6.864174	6.80427	6.745361	6.841203	6.809783	6.545542	8.077086	7.310933	6.782062	7.437819	6.547376	6.531163	7.898526	7.352376	6.953656	6.431781	7.098695	7.031368	6.923935	7.720181	6.426196	6.993722	6.945851	7.361214	7.497406	6.871581	6.670242	7.813631	7.319226	7.108355	7.544648	6.904007	7.544523	6.696689	6.996818	7.794778	6.576581	6.399789	6.738819
"205966_at"	3.108156	3.291981	3.095235	3.091805	3.068837	3.26562	3.00947	3.05133	3.106676	3.120718	3.215813	3.022308	3.106282	3.053229	3.168024	3.021819	3.098368	3.133101	3.130799	3.063834	3.270798	3.089301	3.02181	3.02306	3.283731	3.126839	3.093824	3.11055	3.085324	3.066769	3.20136	3.214616	3.073244	3.069431	3.098168	3.270247	3.066375	3.167219	3.110214	3.240215	3.080344	3.199848	3.102986	3.19079	3.084025	3.168647	3.130799	3.047811	3.034108	3.054377	3.228799	3.054992	3.160598	3.112958	3.127703	3.042334	3.205388	3.139833	3.107974	3.026405	3.120084	3.178844	3.179108	3.090877	3.154813	3.089214	3.169449	3.16678	3.147057	3.165646	3.02365	3.135579	3.228397	3.204425	3.177848	3.172679	2.978191	3.09143	3.164698	3.175078	3.227811	3.304652	3.19006	3.191927	3.193496	3.045775	3.089191	3.111168	3.168252	3.147562	3.482223
"205967_at"	8.466544	10.125349	8.917591	9.313498	9.175182	9.076582	9.199759	8.115731	8.668265	9.318135	9.600213	9.084897	9.263892	8.3945	9.317294	9.421357	9.898858	8.631935	8.557765	9.974378	9.058525	9.01516	8.796141	8.975172	9.280834	8.171691	8.687286	9.571655	9.446426	9.556284	7.410642	9.295827	7.37546	8.584755	8.928445	8.596331	9.012592	8.573805	8.87349	10.111075	8.555459	7.784243	9.045728	8.980414	9.447461	8.953288	9.634882	8.319174	9.632538	7.934743	8.240412	8.678983	9.672208	9.703196	8.953288	7.377719	10.312624	9.350091	8.241119	8.594388	8.919173	9.373939	8.803456	7.474023	7.769552	8.063425	8.984384	9.60496	9.133894	8.621737	8.989975	8.388748	7.745501	9.376732	8.739818	8.363043	8.625863	9.423617	8.498788	9.00351	8.208821	8.214126	9.387633	9.006893	10.099097	9.864652	8.823594	8.173316	8.77033	9.415361	8.528772
"205968_at"	6.229665	6.464293	5.836117	6.083947	6.80763	6.883029	7.735102	7.403875	5.884106	7.263408	5.926884	5.930418	5.445709	6.969974	6.300303	6.438118	6.73129	6.131836	6.240569	5.463323	5.785792	5.734576	5.987394	5.540921	6.301174	5.832911	6.336532	7.223587	5.979584	6.624392	5.757186	7.103435	6.181717	6.06477	6.020837	5.925572	6.09251	6.285363	6.389221	5.436864	6.437621	6.47293	5.940086	6.934266	5.630119	5.540708	5.549823	5.704229	5.912665	6.336056	6.289706	7.880331	6.61948	6.905809	6.655852	7.950841	5.855241	7.036838	6.418126	6.264261	5.686724	7.78329	5.844796	9.177641	5.83656	6.43769	6.143648	6.969929	6.309197	6.968661	6.542337	6.173112	6.812825	6.160382	7.942652	6.455231	5.818063	6.294707	6.492807	8.030827	5.766281	6.468934	5.452754	7.655726	6.710447	6.685362	6.474541	6.370242	6.190152	6.616586	5.33158
"205969_at"	4.74454	4.831909	4.708737	4.794522	5.200521	4.950626	4.59357	4.835363	4.417782	4.76017	5.094349	4.589817	4.608686	4.721701	4.559677	4.728911	4.916927	4.535903	4.559954	5.032122	4.664193	5.162671	4.680435	5.294676	4.681222	4.651154	4.950947	4.620658	4.676122	4.676122	4.861807	4.851616	4.497284	4.55354	4.711808	5.130074	4.653969	4.643959	4.547578	4.486395	4.546497	4.520782	4.578735	4.94057	4.687773	4.605722	4.676122	4.912572	4.824041	4.636165	4.809918	4.810449	4.710789	4.645005	4.494632	4.598181	4.626898	4.618939	4.850627	4.325152	4.526611	4.534445	4.62554	4.490723	5.986888	5.135978	5.274339	5.120397	4.417765	4.523925	4.431016	4.641286	4.775455	4.520219	4.728979	4.755913	4.555269	4.469477	4.83586	4.456966	4.612027	4.674854	4.632608	4.807274	4.722901	4.875495	4.614205	4.51611	4.76659	5.02931	4.89955
"205970_at"	5.527457	5.551296	5.325713	5.509678	5.687332	6.418841	5.71502	5.418613	5.601325	5.444069	5.845781	5.643091	5.620327	5.70549	5.582299	5.457384	5.53009	5.395208	5.433815	5.691713	5.58351	6.13399	5.582755	5.433644	5.893942	5.787178	5.4821	5.701046	5.589925	5.721076	5.90183	5.77464	5.587199	5.503858	5.926825	5.703883	5.856214	5.590136	5.49016	5.54989	5.51556	5.67292	5.652918	5.890515	5.653903	5.615247	5.643627	5.595678	5.521305	5.630703	6.24453	5.670879	5.923316	5.807073	5.347796	5.504106	5.351331	5.430764	5.257202	5.621337	5.767679	5.147197	5.411766	5.355794	5.848593	5.681502	6.280637	5.701046	5.267902	5.654864	5.205685	5.621758	5.425568	5.340186	5.146198	5.690178	5.690363	5.577209	5.626031	5.727257	5.768247	5.711196	6.368819	5.895794	5.778422	6.021157	5.771047	5.821822	5.335839	5.433327	5.270948
"205971_s_at"	4.998593	4.889136	4.754242	4.748036	4.937484	5.208864	4.713073	4.622417	4.803778	4.745349	4.979015	4.588039	4.777718	4.764995	4.86686	4.780999	4.799095	4.463188	4.485777	4.809799	4.629089	4.907329	4.697715	4.653442	4.654909	4.794887	4.818244	4.834202	4.686762	4.838197	4.878462	5.05132	4.75626	4.846917	5.371053	4.99684	4.881213	4.868891	4.619592	4.803778	4.631782	4.755464	4.904152	4.87829	4.759806	4.726759	4.637188	4.956969	5.041147	4.823049	5.700598	4.897459	5.390097	4.761535	4.7676	4.733154	4.651485	4.918704	4.425279	4.916381	5.10549	4.812197	4.60171	4.494064	5.011835	4.896182	4.675887	4.968182	4.46357	4.883023	4.629656	5.0139	4.604227	4.661939	4.508286	4.737558	5.095383	4.675646	4.74123	5.126427	4.875162	4.8408	5.454071	4.961152	4.845195	5.241706	4.833339	5.157713	4.734409	4.766002	4.658394
"205972_at"	5.599761	5.051205	5.081782	5.446045	5.354534	5.694905	5.683788	5.0524	5.064308	6.002451	5.764819	5.512356	5.315702	5.756096	5.137382	5.151384	5.876274	5.005657	5.192325	5.586697	5.331733	5.810604	5.2694	5.159107	5.5805	5.802482	5.42347	5.30287	4.96407	5.533227	5.68931	5.840694	5.303327	5.460502	5.707494	5.851908	5.56732	5.653369	5.30204	5.215635	5.086252	5.834033	5.212737	5.452215	5.618986	5.537853	5.544333	6.228399	5.129793	5.406323	5.7148	5.431249	5.924005	5.419997	5.458088	5.601518	5.524856	5.336879	5.225133	5.591969	5.502	5.22259	6.023048	5.148587	5.860205	5.446014	5.674476	5.318942	5.350143	5.399027	4.970575	5.571293	5.454987	5.385579	5.557523	5.313523	5.736122	5.230221	5.388663	5.458571	5.498036	5.627629	6.232048	5.615355	5.354978	5.280457	5.737557	5.482914	5.425187	5.340915	5.246544
"205973_at"	6.119222	5.716162	5.807444	5.860022	5.983591	6.483976	5.708147	5.595879	5.729514	5.806802	6.179034	5.937824	5.762517	6.20077	6.173613	5.630769	5.889366	5.576793	5.905526	6.012377	5.853816	6.339556	5.718905	5.761215	6.199586	5.86201	5.946314	5.806657	5.749537	6.013947	6.052191	6.020503	5.565875	5.998423	6.046695	5.910405	5.887783	5.962302	5.720951	5.724386	5.682942	5.973082	5.773859	5.811254	5.683618	5.907975	5.881436	6.114128	5.845213	5.761188	6.042663	5.847513	6.241064	5.814104	5.802979	5.901198	5.812915	5.860288	5.824693	5.787182	5.891249	5.751231	5.79135	5.452879	5.947605	5.995042	6.142374	6.20035	5.741349	5.856925	5.678153	5.88798	6.077942	5.789398	5.671965	5.899623	5.84955	5.563499	5.827699	5.778727	5.972495	5.897656	6.14386	5.907931	6.230365	5.973562	5.944795	5.853478	5.601662	5.830494	5.511669
"205974_at"	3.824447	4.075637	3.878956	3.888299	4.232729	4.2892	4.011584	3.708724	3.909258	3.93408	4.494746	3.971997	4.129929	4.087841	4.254543	3.946203	3.976238	3.775113	4.16026	4.024346	3.901485	4.198675	3.84524	3.831328	4.356669	3.965217	4.46048	4.063422	3.974781	4.097978	4.07074	4.068307	3.8594	4.053341	4.048504	4.359923	4.020634	3.97746	3.970075	4.020234	3.895713	3.929213	3.848996	3.806392	3.657082	3.80553	3.816049	3.762074	3.828364	3.818695	3.894389	3.987352	3.999458	3.976501	3.767491	3.945071	3.880293	3.975938	4.117239	3.848569	3.753382	3.771887	3.713031	3.756256	3.800289	3.765884	4.162584	4.081167	3.691684	3.991424	3.795134	3.93271	4.341631	3.705896	4.081312	3.878818	3.634863	3.907258	3.842771	3.894615	3.901643	4.099611	3.927302	3.981874	3.970347	4.063819	3.855474	3.730714	3.798292	3.842845	3.71752
"205975_s_at"	6.655459	7.313988	7.003076	7.191733	7.166262	7.436061	7.400877	7.081122	7.06227	7.222422	7.654386	7.091238	7.392094	7.161929	7.420187	7.0627	7.488799	6.979392	7.383319	7.456101	7.32419	7.780569	7.025799	7.092576	7.622696	7.071036	7.268815	7.566331	7.287115	7.380463	7.751247	7.023803	7.060273	7.027595	7.082728	7.38575	7.210367	7.267034	7.098591	7.250795	7.098247	7.303007	6.910859	7.173935	7.264143	7.037307	7.496431	7.304388	6.975242	7.027338	7.134435	7.489824	6.907169	7.168178	6.8557	8.611938	7.313723	7.086216	7.035611	7.155878	6.99587	6.993906	6.870728	6.920462	6.93809	7.057981	7.7389	7.443793	6.939365	7.302764	6.931011	7.036469	7.648496	7.784043	7.434033	6.975432	6.912996	6.98289	7.265159	8.163306	7.834484	7.202426	6.984402	7.188464	7.066406	7.383553	7.161845	7.271844	7.016329	7.24711	6.772532
"205976_at"	3.574919	3.677149	3.790944	3.727925	3.619987	3.693407	3.73067	3.64663	3.697347	3.733736	4.038817	4.024884	4.350051	3.669876	3.660906	3.716866	4.344987	3.704708	3.73904	3.684185	3.721462	3.836658	3.769077	3.63883	4.008411	3.383069	3.912783	3.703586	3.6722	3.670045	4.07771	3.460668	3.612792	3.602711	3.622634	4.202451	3.621814	3.525383	3.828381	3.827388	3.759836	3.754394	3.658849	3.668656	3.661817	3.546449	4.038448	3.823987	3.40227	3.653885	3.840181	3.615	3.787238	3.539858	3.622057	3.505818	3.68185	3.525407	3.948629	3.502274	3.522822	3.534554	3.502638	3.562744	3.389984	3.715027	4.104996	3.648244	3.538999	3.596688	3.521438	3.503337	3.723866	3.483632	3.792604	3.573666	3.503461	3.68079	3.477706	3.244728	3.623389	3.638592	3.401797	3.49551	3.642711	3.679336	3.77288	3.521986	3.532246	3.644962	3.551782
"205977_s_at"	6.413444	6.562734	6.277931	6.170342	6.726878	6.280309	6.615142	6.037966	6.351791	6.16405	6.434668	6.422786	6.567036	6.597859	6.587609	6.440983	6.085938	6.173503	6.459538	6.357628	6.126633	6.320804	6.671963	6.807008	6.616571	6.545682	6.342129	6.252602	6.192614	5.872865	6.602179	6.185821	5.735968	6.500023	6.743313	6.236795	6.48804	5.942919	6.27154	6.372702	6.485789	6.585814	6.18506	6.236195	6.327728	6.547736	6.135855	6.033409	6.264984	6.125351	6.216706	6.605819	6.263991	6.108783	6.169214	6.250055	6.154732	6.500568	6.819341	6.443034	6.332136	6.447663	6.227168	6.406165	6.486551	6.931271	6.829827	6.146869	6.391577	6.646191	6.044331	6.369938	6.201023	6.026938	6.145012	6.79603	6.175041	6.173797	7.342396	6.312261	6.767302	6.798728	6.55569	6.519684	6.624376	6.196646	6.968912	6.476949	6.892476	6.421511	6.316191
"205978_at"	3.408089	3.483226	3.408574	3.548505	3.35444	3.721292	3.467863	3.4966	3.345975	3.640446	3.656095	3.46702	3.552537	3.449274	3.636752	3.635969	3.596075	3.469662	3.503648	3.542073	3.408773	4.068049	3.512581	3.369504	3.7736	3.617822	3.435542	3.601613	3.383404	3.585868	3.451247	3.610843	3.37508	3.746271	3.487774	3.540322	3.496306	3.483226	3.430746	3.512756	3.434724	3.479331	3.43524	3.522885	3.392402	3.543767	3.414706	3.433494	3.364756	3.490477	3.386558	3.44881	3.547242	3.643188	3.482777	3.532181	3.4851	3.374616	3.828269	3.426508	3.457881	3.426412	3.462944	3.276359	3.499714	3.435773	3.573209	3.568636	3.734875	3.420012	3.480067	3.50984	3.899794	3.500532	3.822059	3.484648	3.43536	3.42762	3.463068	3.409232	3.467124	3.519869	3.358692	3.546803	3.38869	3.477664	3.462497	3.545297	3.443842	3.569139	3.491981
"205979_at"	5.886079	5.511752	3.843672	3.798095	5.165592	3.826431	5.63485	6.853133	4.191864	3.780139	3.8458	3.645705	3.646919	3.904271	3.806598	5.41287	3.674776	5.172456	5.41558	4.515241	4.374361	3.813179	4.515134	3.673109	4.088771	4.215989	4.981544	4.118145	3.643976	7.675478	5.006193	3.856596	3.805134	3.811477	7.317974	3.909606	3.994527	10.910986	9.178141	3.762585	3.76182	3.596878	3.443358	6.071199	3.572079	6.33021	3.710521	3.860996	3.813706	4.082413	3.937393	3.497577	3.739333	7.719603	3.768564	3.703597	3.597586	5.68413	3.635741	8.914598	3.810731	5.482993	3.614358	5.587663	3.89545	5.692378	5.686865	8.281725	9.749533	8.929203	3.984727	8.187461	4.2358	4.414559	9.1629	4.05144	3.797803	4.006067	6.534465	9.258258	3.769083	9.527787	3.980357	4.153533	4.529615	5.399634	4.596661	9.670824	5.583367	4.624497	5.39599
"205980_s_at"	6.75581	6.840284	7.536784	7.223439	7.910914	6.587689	8.443855	7.27136	8.331254	7.467163	6.792983	7.364384	8.128686	6.705965	6.508178	7.945318	7.504965	7.101513	7.069174	7.531982	7.89385	7.008405	9.421735	8.468657	6.885078	6.853157	6.562092	8.409313	7.022158	7.218178	7.123834	7.477618	7.102375	6.845542	6.784836	7.304203	6.63551	8.56776	6.735459	7.422073	7.303432	7.660048	7.596804	7.441175	6.721617	7.758828	7.608214	7.578842	7.940012	7.67188	6.854179	7.793932	6.362309	6.788989	7.162591	7.163077	7.177806	7.6203	7.969823	7.684296	6.571088	8.125262	7.487502	7.647791	7.785418	8.297617	8.390363	7.435374	8.367165	7.349879	8.37907	6.927325	7.998511	7.261321	7.804832	8.627424	8.143079	8.222257	7.639985	6.689944	8.350544	7.821419	6.888493	7.290046	7.389262	7.797573	8.594423	6.649638	6.799635	8.44873	6.749982
"205981_s_at"	4.981503	6.12065	6.041341	7.806738	6.166572	5.517362	5.80202	6.448947	5.707909	5.455316	4.835092	6.112427	5.568517	5.338297	5.747284	6.404432	5.7658	6.244714	5.799945	5.876109	6.130119	4.985829	6.225961	6.390529	5.357307	5.732307	5.581781	5.853231	5.547342	5.54118	5.519441	5.449625	7.467735	6.029411	4.926339	4.618918	5.302302	5.766284	6.10104	5.561907	5.895534	5.262866	6.221184	5.896476	5.781512	5.553077	4.66609	5.203095	7.108115	5.518972	5.149114	5.304464	5.549751	5.673431	6.046818	5.366157	6.297815	5.931726	5.303808	5.269549	5.583183	5.932681	6.317027	5.893772	5.550532	5.585216	5.713738	5.94876	6.043623	5.762866	7.410005	5.357386	5.976515	6.032057	5.930918	5.382614	6.716061	5.724709	6.222912	5.578617	6.292113	5.344136	5.190555	6.122079	5.425207	6.000698	5.806927	5.235774	5.309292	6.280371	7.033479
"205982_x_at"	6.032924	5.93595	5.993307	6.154083	6.157473	6.444866	6.127846	5.783943	6.054445	6.026373	6.138489	5.891518	6.08733	6.186301	5.854555	5.862897	6.09055	5.882486	6.12002	5.949898	6.069667	6.383911	5.931059	5.852712	6.412202	6.124336	6.227207	6.085774	6.082747	6.079797	6.319202	6.380127	6.127374	6.069821	6.325335	6.307195	6.311534	5.715162	6.066515	6.069667	5.935563	6.139833	5.920551	6.137911	6.644874	5.956843	5.880275	6.053612	6.121205	5.888631	6.481812	6.288111	6.069667	6.148952	5.836599	6.046188	5.890521	6.176354	5.946876	6.339042	6.27941	5.946612	5.815196	6.116492	6.089323	5.773524	6.480274	6.300667	5.930356	6.484121	5.713097	6.176842	6.101831	5.862158	5.958771	6.096625	6.210043	5.976201	6.060272	5.897986	6.15461	6.209049	6.678803	6.31125	6.127059	5.9313	6.09156	6.242719	5.927908	5.978043	5.662151
"205983_at"	6.132826	6.215879	5.991624	6.28819	6.039394	6.550652	6.104343	5.803419	6.251651	5.965279	6.338591	6.132928	6.118111	6.186878	5.990197	6.017199	6.13776	6.097816	6.242984	6.140844	6.09119	6.492586	5.918219	5.944921	6.576516	6.240947	6.23896	6.12557	6.058276	6.242306	6.778776	6.4249	6.242325	6.28061	6.026345	6.503553	6.270844	6.065666	5.927068	6.109751	5.928872	6.110102	6.010237	6.295397	5.878668	6.656096	6.454638	6.275161	6.112342	5.867621	6.219246	6.182435	6.110247	6.508206	5.99968	6.514717	6.146258	6.033719	6.058532	6.12548	6.339369	6.068605	6.085286	6.04423	6.32149	6.064802	6.756087	6.128462	6.124733	6.322762	5.892919	6.374578	6.17579	6.177651	6.117529	6.169875	6.328819	6.09196	6.407048	6.471065	6.639716	6.359078	6.860135	6.415069	6.51907	6.682977	6.354799	6.595185	6.007908	6.178599	5.9307
"205984_at"	5.304839	5.429765	5.092173	5.159739	5.13168	5.903149	5.297643	4.810081	5.053794	5.41054	5.443183	5.101952	5.346123	5.401624	5.502907	5.133927	5.385063	4.88758	5.181119	5.183079	5.510336	5.604447	5.243319	4.939164	5.718802	5.239731	5.407945	5.341006	5.284031	5.161076	5.62542	5.648823	5.272273	5.326962	5.829562	5.413306	5.273764	5.203221	5.222218	5.120156	5.101382	5.390704	5.103631	5.258982	5.004023	5.332402	5.060524	5.258131	4.971013	4.947582	5.484003	5.565749	5.376769	5.246691	4.808195	5.187892	5.070026	5.130321	5.162556	5.186397	4.984983	4.762036	4.937342	5.009903	5.207528	5.561712	5.92274	5.081205	4.887833	5.222218	4.689256	5.247609	5.459039	5.095308	5.222218	5.118993	5.692333	5.426438	5.190082	5.191095	5.282481	5.264211	5.384158	5.363121	5.091939	5.218245	5.099912	5.048019	4.881577	5.282964	4.923407
